gene	start	end	strand	alt_ann
mpneu29989	21846	21917	-	0
mpneu19911	21863	21982	-	0
mpneu19910	22001	22027	-	-1
mpneu25059	22030	22053	-	-1
mpneu00114	22054	22164	+	0
mpneu19909	22034	22081	-	-1
mpneu29988	22140	22148	-	-1
mpneu25058	22117	22155	-	-1
mpneu05041	22181	22273	+	0
mpneu00115	22210	22242	+	-1
mpneu29987	22239	22253	-	-1
mpneu19908	22127	22297	-	0
mpneu00116	22303	22314	+	-1
mpneu00117	22318	22347	+	-1
mpneu25057	22285	22341	-	-1
mpneu00118	22354	22392	+	-1
mpneu19907	22322	22423	-	0
mpneu19906	22445	22450	-	-1
mpneu00119	22456	22620	+	0
mpneu05042	22511	22558	+	-1
mpneu05043	22625	22759	+	0
mpneu19905	22469	22639	-	0
mpneu00120	22639	22734	+	0
mpneu29986	22344	22646	-	0
mpneu19904	22673	22696	-	-1
mpneu29985	22662	22727	-	0
mpneu00121	22738	22836	+	0
mpneu29984	22773	22829	-	-1
mpneu25056	22750	22860	-	0
mpneu25055	22864	22887	-	-1
mpneu19903	22703	22891	-	0
mpneu00122	22897	22911	+	-1
mpneu00123	22912	22962	+	-1
mpneu29983	22842	22958	-	0
mpneu29982	22959	22970	-	-1
mpneu00124	22981	22992	+	-1
mpneu09961	23022	26114	+	MPN020
mpneu00125	23029	23040	+	-1
mpneu00126	23047	23181	+	0
mpneu25054	22918	23052	-	0
mpneu29981	22989	23096	-	0
mpneu00127	23197	23208	+	-1
mpneu05044	23210	23215	+	-1
mpneu05045	23216	23221	+	-1
mpneu05046	23222	23233	+	-1
mpneu00128	23236	23259	+	-1
mpneu29980	23205	23282	-	0
mpneu29979	23313	23330	-	-1
mpneu00129	23338	23376	+	-1
mpneu00130	23383	23427	+	-1
mpneu05047	23393	23404	+	-1
mpneu19902	22979	23437	-	0
mpneu00131	23449	23634	+	0
mpneu05048	23465	23542	+	0
mpneu29978	23424	23519	-	0
mpneu05049	23582	23689	+	0
mpneu29977	23652	23657	-	-1
mpneu00132	23680	23721	+	-1
mpneu00133	23740	23748	+	-1
mpneu29976	23718	23741	-	-1
mpneu00134	23752	23925	+	0
mpneu05050	23756	23767	+	-1
mpneu19901	23462	23773	-	0
mpneu29975	23745	23804	-	0
mpneu19900	23795	23851	-	-1
mpneu19899	23867	23881	-	-1
mpneu19898	23882	23887	-	-1
mpneu00135	23938	24288	+	0
mpneu29974	23931	23966	-	-1
mpneu25053	24085	24099	-	-1
mpneu19897	23957	24103	-	0
mpneu19896	24122	24127	-	-1
mpneu29973	24000	24239	-	0
mpneu00136	24289	24297	+	-1
mpneu29972	24336	24359	-	-1
mpneu00137	24361	24378	+	-1
mpneu00138	24385	24414	+	-1
mpneu19895	24218	24400	-	0
mpneu29971	24375	24404	-	-1
mpneu00139	24418	24447	+	-1
mpneu00140	24481	24543	+	0
mpneu05051	24506	24535	+	-1
mpneu29970	24459	24524	-	0
mpneu00141	24562	24732	+	0
mpneu19894	24467	24598	-	0
mpneu29969	24567	24704	-	0
mpneu25052	24745	24753	-	-1
mpneu19893	24614	24760	-	0
mpneu29968	24729	24770	-	-1
mpneu05052	24782	24808	+	-1
mpneu00142	24811	24843	+	-1
mpneu00143	24865	24915	+	-1
mpneu29967	24840	24896	-	-1
mpneu00144	24919	24993	+	0
mpneu29966	24933	24977	-	-1
mpneu00145	25018	25092	+	0
mpneu19892	24881	25099	-	0
mpneu29965	25089	25112	-	-1
mpneu00146	25114	25122	+	-1
mpneu00147	25123	25209	+	0
mpneu25051	25141	25161	-	-1
mpneu05053	25244	25360	+	0
mpneu00148	25255	25281	+	-1
mpneu25050	25162	25272	-	0
mpneu00149	25309	25347	+	-1
mpneu29964	25278	25340	-	0
mpneu19891	25112	25423	-	0
mpneu25049	25417	25449	-	-1
mpneu00150	25465	25542	+	0
mpneu29963	25440	25511	-	0
mpneu29962	25551	25559	-	-1
mpneu05054	25562	25567	+	-1
mpneu00151	25603	25626	+	-1
mpneu00152	25645	25692	+	-1
mpneu00153	25693	25824	+	0
mpneu29961	25623	25775	-	0
mpneu05055	25811	25855	+	-1
mpneu00154	25843	25878	+	-1
mpneu00155	25885	25944	+	0
mpneu05056	25892	25984	+	0
mpneu19890	25430	25942	-	0
mpneu00156	25978	26037	+	0
mpneu29960	25821	26012	-	0
mpneu00157	26086	26136	+	-1
mpneu19889	25967	26119	-	0
mpneu05057	26144	26173	+	-1
mpneu09962	26160	27332	+	MPN021
mpneu00158	26176	26196	+	-1
mpneu25048	25981	26220	-	0
mpneu00159	26248	26352	+	0
mpneu29959	26193	26306	-	0
mpneu00160	26353	26403	+	-1
mpneu29958	26349	26393	-	-1
mpneu00161	26404	26568	+	0
mpneu25047	26449	26499	-	-1
mpneu19888	26183	26527	-	0
mpneu29957	26400	26540	-	0
mpneu00162	26572	26586	+	-1
mpneu00163	26599	26916	+	0
mpneu05058	26615	26656	+	-1
mpneu05059	26714	26809	+	0
mpneu05060	26825	26830	+	-1
mpneu05061	26834	26839	+	-1
mpneu25046	26731	26865	-	0
mpneu19887	26558	26896	-	0
mpneu29956	26565	26903	-	0
mpneu00164	26920	26964	+	-1
mpneu29955	26913	26951	-	-1
mpneu00165	26971	27021	+	-1
mpneu29954	26961	26972	-	-1
mpneu29953	26982	27014	-	-1
mpneu00166	27028	27036	+	-1
mpneu00167	27049	27087	+	-1
mpneu00168	27112	27141	+	-1
mpneu00169	27151	27291	+	0
mpneu19886	26897	27202	-	0
mpneu25045	27208	27228	-	-1
mpneu29952	27108	27296	-	0
mpneu25044	27277	27309	-	-1
mpneu00170	27316	28245	+	MPN022
mpneu19885	27215	27325	-	0
mpneu25043	27310	27336	-	-1
mpneu05062	27338	27349	+	-1
mpneu05063	27353	27460	+	0
mpneu09963	27378	27392	+	-1
mpneu19884	27329	27412	-	0
mpneu25042	27346	27423	-	0
mpneu09964	27453	27524	+	0
mpneu05064	27467	27475	+	-1
mpneu29951	27414	27479	-	0
mpneu05065	27485	27490	+	-1
mpneu05066	27512	27565	+	-1
mpneu25041	27496	27519	-	-1
mpneu25040	27538	27558	-	-1
mpneu05067	27566	27598	+	-1
mpneu25039	27562	27594	-	-1
mpneu05068	27602	27646	+	-1
mpneu09965	27609	27629	+	-1
mpneu09966	27630	27836	+	0
mpneu05069	27656	27679	+	-1
mpneu25038	27649	27687	-	-1
mpneu05070	27716	27877	+	0
mpneu29950	27483	27755	-	0
mpneu25037	27694	27780	-	0
mpneu29949	27768	27833	-	0
mpneu25036	27784	27858	-	0
mpneu29948	27843	27893	-	-1
mpneu09967	27897	27905	+	-1
mpneu09968	27906	27935	+	-1
mpneu19883	27902	27928	-	-1
mpneu05071	27938	27985	+	-1
mpneu29947	27936	27944	-	-1
mpneu09969	27996	28157	+	0
mpneu19882	27977	28009	-	-1
mpneu25035	27982	28017	-	-1
mpneu05072	28049	28063	+	-1
mpneu25034	28060	28080	-	-1
mpneu25033	28081	28089	-	-1
mpneu05073	28097	28105	+	-1
mpneu25032	28114	28122	-	-1
mpneu05074	28139	28168	+	-1
mpneu19881	28037	28150	-	0
mpneu05075	28175	28231	+	-1
mpneu25031	28144	28224	-	0
mpneu19880	28217	28237	-	-1
mpneu25030	28228	28239	-	-1
mpneu09970	28245	29783	+	MPN023
mpneu05076	28253	28291	+	-1
mpneu19879	28256	28267	-	-1
mpneu00171	28300	28326	+	-1
mpneu29946	28002	28307	-	0
mpneu19878	28277	28321	-	-1
mpneu00172	28330	28380	+	-1
mpneu29945	28323	28355	-	-1
mpneu00173	28390	28431	+	-1
mpneu29944	28377	28397	-	-1
mpneu19877	28370	28423	-	-1
mpneu00174	28450	28497	+	-1
mpneu29943	28434	28481	-	-1
mpneu05077	28484	28504	+	-1
mpneu00175	28507	28590	+	0
mpneu19876	28469	28528	-	0
mpneu29942	28494	28568	-	0
mpneu19875	28574	28582	-	-1
mpneu00176	28612	28680	+	0
mpneu05078	28628	28657	+	-1
mpneu19874	28640	28648	-	-1
mpneu05079	28670	28729	+	0
mpneu29941	28587	28685	-	0
mpneu29940	28695	28703	-	-1
mpneu25029	28534	28710	-	0
mpneu00177	28720	28809	+	0
mpneu25028	28726	28767	-	-1
mpneu00178	28825	28836	+	-1
mpneu00179	28837	28845	+	-1
mpneu25027	28780	28854	-	0
mpneu05080	28868	28933	+	0
mpneu00180	28888	28950	+	0
mpneu19873	28649	28897	-	0
mpneu29939	28848	28901	-	-1
mpneu00181	28954	29025	+	0
mpneu05081	28982	28996	+	-1
mpneu29938	28947	29021	-	0
mpneu25026	28975	29031	-	-1
mpneu19872	28934	29056	-	0
mpneu25025	29038	29067	-	-1
mpneu29937	29022	29078	-	-1
mpneu00182	29116	29373	+	0
mpneu05082	29120	29137	+	-1
mpneu29936	29094	29144	-	-1
mpneu19871	29057	29173	-	0
mpneu05083	29222	29233	+	-1
mpneu19870	29219	29287	-	0
mpneu29935	29226	29324	-	0
mpneu25024	29278	29331	-	-1
mpneu29934	29370	29399	-	-1
mpneu29933	29409	29429	-	-1
mpneu00183	29443	29502	+	0
mpneu19869	29288	29449	-	0
mpneu05084	29453	29461	+	-1
mpneu29932	29490	29498	-	-1
mpneu29931	29499	29510	-	-1
mpneu00184	29524	29535	+	-1
mpneu05085	29540	29677	+	0
mpneu19868	29471	29554	-	0
mpneu29930	29547	29558	-	-1
mpneu19867	29564	29578	-	-1
mpneu29929	29571	29582	-	-1
mpneu00185	29590	29631	+	-1
mpneu29928	29583	29612	-	-1
mpneu00186	29665	29712	+	-1
mpneu29927	29640	29708	-	0
mpneu29926	29709	29732	-	-1
mpneu25023	29674	29748	-	0
mpneu29925	29742	29759	-	-1
mpneu05086	29804	30244	+	MPN024
mpneu09971	29853	29912	+	0
mpneu00187	29899	29925	+	-1
mpneu25022	29794	29934	-	0
mpneu19866	29801	29938	-	0
mpneu19865	29951	29971	-	-1
mpneu09972	29994	30005	+	-1
mpneu09973	30042	30281	+	0
mpneu00188	30049	30219	+	0
mpneu29924	29988	30071	-	0
mpneu25021	29998	30084	-	0
mpneu25020	30103	30216	-	0
mpneu19864	30023	30241	-	0
mpneu00189	30244	31110	+	MPN025
mpneu29923	30216	30260	-	-1
mpneu05087	30293	30346	+	-1
mpneu25019	30247	30306	-	0
mpneu29922	30291	30317	-	-1
mpneu09974	30327	30335	+	-1
mpneu05088	30377	30403	+	-1
mpneu29921	30321	30386	-	0
mpneu25018	30400	30423	-	-1
mpneu05089	30455	30463	+	-1
mpneu19863	30467	30484	-	-1
mpneu25017	30460	30489	-	-1
mpneu05090	30497	30607	+	0
mpneu09975	30513	30518	+	-1
mpneu25016	30490	30567	-	0
mpneu25015	30568	30579	-	-1
mpneu05091	30608	30616	+	-1
mpneu25014	30613	30624	-	-1
mpneu05092	30629	30646	+	-1
mpneu05093	30662	30736	+	0
mpneu09976	30714	30767	+	-1
mpneu25013	30658	30723	-	0
mpneu05094	30743	30751	+	-1
mpneu05095	30761	30805	+	-1
mpneu29920	30504	30770	-	0
mpneu25012	30748	30774	-	-1
mpneu29919	30780	30791	-	-1
mpneu05096	30809	30817	+	-1
mpneu05097	30818	30853	+	-1
mpneu05098	30860	30910	+	-1
mpneu25011	30850	30861	-	-1
mpneu19862	30839	30901	-	0
mpneu09977	30939	30959	+	-1
mpneu25010	30907	30945	-	-1
mpneu05099	30953	30997	+	-1
mpneu25009	30994	31005	-	-1
mpneu29918	30807	31007	-	0
mpneu05100	31016	31036	+	-1
mpneu19861	30956	31042	-	0
mpneu25008	31033	31050	-	-1
mpneu05101	31055	31117	+	0
mpneu29917	31014	31100	-	0
mpneu00190	31111	32199	+	MPN026
mpneu05102	31118	31195	+	0
mpneu19860	31043	31156	-	0
mpneu29916	31107	31178	-	0
mpneu25007	31135	31185	-	-1
mpneu05103	31208	31237	+	-1
mpneu05104	31250	31261	+	-1
mpneu25006	31276	31302	-	-1
mpneu05105	31316	31336	+	-1
mpneu05106	31343	31417	+	0
mpneu29915	31200	31388	-	0
mpneu09978	31407	31454	+	-1
mpneu05107	31427	31504	+	0
mpneu25005	31333	31449	-	0
mpneu05108	31517	31603	+	0
mpneu25004	31501	31596	-	0
mpneu25003	31612	31647	-	-1
mpneu05109	31655	31663	+	-1
mpneu19859	31547	31684	-	0
mpneu05110	31724	31792	+	0
mpneu25002	31711	31767	-	-1
mpneu25001	31789	31800	-	-1
mpneu05111	31811	31837	+	-1
mpneu25000	31804	31812	-	-1
mpneu09979	31824	31853	+	-1
mpneu19858	31685	31831	-	0
mpneu05112	31841	31900	+	0
mpneu24999	31834	31875	-	-1
mpneu29914	31425	31886	-	0
mpneu05113	31901	31918	+	-1
mpneu24998	31897	31911	-	-1
mpneu24997	31915	31923	-	-1
mpneu05114	31940	32020	+	0
mpneu09980	31956	31979	+	-1
mpneu19857	31928	31963	-	-1
mpneu24996	31924	31983	-	0
mpneu09981	31995	32006	+	-1
mpneu09982	32013	32072	+	0
mpneu19856	32003	32023	-	-1
mpneu05115	32030	32077	+	-1
mpneu09983	32088	32219	+	0
mpneu24995	32017	32097	-	0
mpneu29913	31938	32129	-	0
mpneu24994	32149	32160	-	-1
mpneu05116	32168	32212	+	-1
mpneu24993	32209	32244	-	-1
mpneu09984	32247	32273	+	-1
mpneu00191	32251	32262	+	-1
mpneu24992	32263	32280	-	-1
mpneu19855	32084	32287	-	0
mpneu00192	32323	32370	+	-1
mpneu09985	32325	32345	+	-1
mpneu24991	32332	32340	-	-1
mpneu09986	32355	32393	+	-1
mpneu00193	32383	32463	+	0
mpneu19854	32342	32383	-	-1
mpneu05117	32414	32434	+	-1
mpneu09987	32427	32624	+	0
mpneu24990	32431	32454	-	-1
mpneu19853	32420	32458	-	-1
mpneu00194	32467	32550	+	0
mpneu00195	32572	32610	+	-1
mpneu05118	32588	32659	+	0
mpneu19852	32474	32608	-	0
mpneu24989	32575	32619	-	-1
mpneu09988	32634	32681	+	-1
mpneu05119	32672	32785	+	0
mpneu09989	32694	32726	+	-1
mpneu00196	32734	32874	+	0
mpneu09990	32745	32789	+	-1
mpneu19851	32678	32755	-	0
mpneu24988	32668	32763	-	0
mpneu09991	32811	32888	+	0
mpneu19850	32795	32884	-	0
mpneu00197	32890	32982	+	0
mpneu09992	32898	32975	+	0
mpneu19849	32885	32914	-	-1
mpneu05120	32966	33013	+	-1
mpneu09993	32976	33044	+	0
mpneu24987	32950	33000	-	-1
mpneu00198	33013	33165	+	0
mpneu29912	32202	33026	-	MPN027
mpneu19848	32972	33031	-	0
mpneu09994	33057	33131	+	0
mpneu05121	33059	33958	+	MPN028
mpneu19847	33047	33064	-	-1
mpneu24986	33019	33096	-	0
mpneu19846	33074	33112	-	-1
mpneu29911	33087	33128	-	-1
mpneu09995	33150	33179	+	-1
mpneu19845	33143	33172	-	-1
mpneu09996	33186	33221	+	-1
mpneu24985	33097	33210	-	0
mpneu09997	33249	33317	+	0
mpneu00199	33277	33321	+	-1
mpneu19844	33176	33307	-	0
mpneu24984	33226	33333	-	0
mpneu09998	33351	33365	+	-1
mpneu09999	33396	33488	+	0
mpneu24983	33355	33408	-	-1
mpneu29910	33441	33467	-	-1
mpneu10000	33489	33569	+	0
mpneu19843	33362	33496	-	0
mpneu24982	33430	33513	-	0
mpneu29909	33501	33515	-	-1
mpneu19842	33506	33562	-	-1
mpneu10001	33618	33665	+	-1
mpneu24981	33592	33627	-	-1
mpneu19841	33575	33637	-	0
mpneu00200	33652	33684	+	-1
mpneu10002	33675	33782	+	0
mpneu00201	33739	33858	+	0
mpneu24980	33646	33753	-	0
mpneu19840	33662	33757	-	0
mpneu24979	33787	33792	-	-1
mpneu24978	33793	33798	-	-1
mpneu19839	33824	33838	-	-1
mpneu19838	33851	33886	-	-1
mpneu10003	33903	33914	+	-1
mpneu29908	33855	33929	-	0
mpneu24977	33868	33939	-	0
mpneu24976	33961	33978	-	-1
mpneu00202	33979	34551	+	MPN029
mpneu05122	33992	34060	+	0
mpneu24975	34006	34020	-	-1
mpneu19837	34070	34084	-	-1
mpneu05123	34097	34168	+	0
mpneu10004	34140	34223	+	0
mpneu05124	34181	34282	+	0
mpneu29907	33948	34211	-	0
mpneu24974	34165	34257	-	0
mpneu10005	34284	34331	+	-1
mpneu29906	34248	34304	-	-1
mpneu05125	34313	34372	+	0
mpneu24973	34279	34338	-	0
mpneu05126	34379	34450	+	0
mpneu24972	34369	34410	-	-1
mpneu29905	34332	34427	-	0
mpneu05127	34469	34975	+	MPN030
mpneu29904	34458	34517	-	0
mpneu29903	34527	34547	-	-1
mpneu19836	34553	34567	-	-1
mpneu10006	34575	34742	+	0
mpneu29902	34557	34580	-	-1
mpneu24971	34465	34602	-	0
mpneu00203	34684	34713	+	-1
mpneu19835	34613	34690	-	0
mpneu00204	34720	34806	+	0
mpneu10007	34743	34889	+	0
mpneu19834	34739	34780	-	-1
mpneu24970	34654	34794	-	0
mpneu19833	34817	34867	-	-1
mpneu29901	34824	34883	-	0
mpneu10008	34893	34985	+	0
mpneu19832	34901	34951	-	-1
mpneu00205	34975	35586	+	MPN031
mpneu10009	34986	35003	+	-1
mpneu24969	34918	34998	-	0
mpneu05128	35009	35014	+	-1
mpneu19831	34955	35017	-	0
mpneu05129	35051	35074	+	-1
mpneu05130	35078	35122	+	-1
mpneu24968	35071	35091	-	-1
mpneu19830	35081	35113	-	-1
mpneu29900	34998	35126	-	0
mpneu05131	35153	35173	+	-1
mpneu10010	35163	35255	+	0
mpneu29899	35184	35189	-	-1
mpneu24967	35170	35205	-	-1
mpneu05132	35231	35281	+	-1
mpneu19829	35264	35284	-	-1
mpneu24966	35278	35310	-	-1
mpneu05133	35318	35398	+	0
mpneu29898	35223	35345	-	0
mpneu19828	35315	35356	-	-1
mpneu10011	35361	35381	+	-1
mpneu05134	35405	35506	+	0
mpneu24965	35395	35427	-	-1
mpneu29897	35349	35474	-	0
mpneu05135	35507	35518	+	-1
mpneu05136	35540	35617	+	0
mpneu19827	35525	35554	-	-1
mpneu24964	35515	35559	-	-1
mpneu10012	35631	35780	+	0
mpneu00206	35662	35721	+	0
mpneu19826	35576	35674	-	0
mpneu29896	35628	35681	-	-1
mpneu05137	35711	35755	+	-1
mpneu24963	35623	35733	-	0
mpneu00207	35743	35796	+	-1
mpneu29895	35727	35750	-	-1
mpneu05138	35759	35887	+	0
mpneu10013	35799	35870	+	0
mpneu29894	35793	35834	-	-1
mpneu10014	35877	36035	+	0
mpneu05139	35891	35905	+	-1
mpneu24962	35752	35898	-	0
mpneu24961	35902	35949	-	-1
mpneu24960	35992	36000	-	-1
mpneu05140	36029	36049	+	-1
mpneu00208	36076	36147	+	0
mpneu10015	36078	36113	+	-1
mpneu24959	36019	36117	-	0
mpneu10016	36117	36194	+	0
mpneu19825	35810	36136	-	MPN032
mpneu24958	36121	36177	-	-1
mpneu10017	36219	36233	+	-1
mpneu24957	36205	36219	-	-1
mpneu10018	36234	36428	+	0
mpneu24956	36226	36243	-	-1
mpneu05141	36248	36352	+	0
mpneu00209	36280	36306	+	-1
mpneu24955	36289	36303	-	-1
mpneu00210	36373	36387	+	-1
mpneu05142	36392	36472	+	0
mpneu24954	36379	36405	-	-1
mpneu10019	36444	36464	+	-1
mpneu24953	36436	36459	-	-1
mpneu05143	36473	36550	+	0
mpneu00211	36508	36591	+	0
mpneu24952	36469	36516	-	-1
mpneu10020	36540	36575	+	-1
mpneu24951	36547	36555	-	-1
mpneu10021	36585	36803	+	0
mpneu24950	36601	36609	-	-1
mpneu00212	36622	36633	+	-1
mpneu24949	36634	36642	-	-1
mpneu00213	36652	36792	+	0
mpneu05144	36662	36670	+	-1
mpneu05145	36683	36712	+	-1
mpneu24948	36667	36708	-	-1
mpneu05146	36740	36766	+	-1
mpneu19824	36140	36760	-	MPN033
mpneu00214	36796	36834	+	-1
mpneu10022	36819	37094	+	0
mpneu05147	36824	36847	+	-1
mpneu05148	36848	37003	+	0
mpneu24947	36784	36909	-	0
mpneu24946	36943	36999	-	-1
mpneu05149	37013	37048	+	-1
mpneu24945	37000	37023	-	-1
mpneu05150	37055	37063	+	-1
mpneu10023	37125	37253	+	0
mpneu00215	37153	37203	+	-1
mpneu05151	37175	37303	+	0
mpneu29893	37230	37247	-	-1
mpneu10024	37275	37310	+	-1
mpneu24944	37168	37287	-	0
mpneu24943	37300	37308	-	-1
mpneu05152	37319	37351	+	-1
mpneu29892	37341	37355	-	-1
mpneu05153	37367	37396	+	-1
mpneu10025	37383	37490	+	0
mpneu24942	37348	37383	-	-1
mpneu05154	37478	37528	+	-1
mpneu10026	37497	37712	+	0
mpneu24941	37393	37515	-	0
mpneu24940	37516	37521	-	-1
mpneu05155	37538	37594	+	-1
mpneu24939	37531	37563	-	-1
mpneu29891	37476	37574	-	0
mpneu00216	37627	37665	+	-1
mpneu05156	37637	37708	+	0
mpneu24938	37591	37704	-	0
mpneu05157	37712	37723	+	-1
mpneu10027	37734	37934	+	0
mpneu05158	37784	37822	+	-1
mpneu00217	37786	37803	+	-1
mpneu24937	37726	37797	-	0
mpneu24936	37819	37836	-	-1
mpneu05159	37892	38026	+	0
mpneu29890	37662	37940	-	0
mpneu24935	37873	37953	-	0
mpneu10028	37962	38093	+	0
mpneu05160	38030	38224	+	0
mpneu10029	38094	38111	+	-1
mpneu00218	38137	38262	+	0
mpneu10030	38139	38186	+	-1
mpneu10031	38196	38402	+	0
mpneu24934	38023	38211	-	0
mpneu05161	38282	38413	+	0
mpneu24933	38221	38316	-	0
mpneu00219	38320	38421	+	0
mpneu29889	38295	38327	-	-1
mpneu24932	38332	38394	-	0
mpneu24931	38410	38436	-	-1
mpneu00220	38464	38538	+	0
mpneu24930	38446	38493	-	-1
mpneu05162	38495	38515	+	-1
mpneu10032	38508	38534	+	-1
mpneu05163	38519	38569	+	-1
mpneu10033	38538	38618	+	0
mpneu24929	38512	38556	-	-1
mpneu05164	38585	38596	+	-1
mpneu10034	38619	38768	+	0
mpneu05165	38630	38737	+	0
mpneu24928	38593	38673	-	0
mpneu00221	38680	38865	+	0
mpneu24927	38674	38715	-	-1
mpneu05166	38774	38785	+	-1
mpneu10035	38799	38861	+	0
mpneu05167	38843	38971	+	0
mpneu10036	38895	38918	+	-1
mpneu24926	38782	38901	-	0
mpneu29888	38862	38903	-	-1
mpneu24925	38905	38961	-	-1
mpneu10037	38976	39056	+	0
mpneu05168	38984	39004	+	-1
mpneu00222	39010	39018	+	-1
mpneu00223	39073	39105	+	-1
mpneu24924	39001	39081	-	0
mpneu24923	39082	39096	-	-1
mpneu10038	39105	39308	+	0
mpneu00224	39139	39150	+	-1
mpneu05169	39161	39220	+	0
mpneu24922	39115	39198	-	0
mpneu00225	39208	39237	+	-1
mpneu00226	39259	39282	+	-1
mpneu05170	39293	39367	+	0
mpneu10039	39312	39428	+	0
mpneu24921	39223	39348	-	0
mpneu29887	39300	39356	-	-1
mpneu05171	39371	39379	+	-1
mpneu24920	39376	39432	-	-1
mpneu05172	39470	39550	+	0
mpneu10040	39498	39992	+	0
mpneu29886	39390	39512	-	0
mpneu24919	39442	39537	-	0
mpneu24918	39565	39576	-	-1
mpneu00227	39592	39747	+	0
mpneu05173	39623	39628	+	-1
mpneu24917	39589	39642	-	-1
mpneu05174	39656	39682	+	-1
mpneu24916	39667	39678	-	-1
mpneu29885	39654	39686	-	-1
mpneu05175	39710	39733	+	-1
mpneu24915	39679	39726	-	-1
mpneu05176	39734	39778	+	-1
mpneu05177	39827	39880	+	-1
mpneu00228	39886	39924	+	-1
mpneu24914	39730	39918	-	0
mpneu05178	39959	40030	+	0
mpneu10041	39993	40040	+	-1
mpneu10042	40041	40202	+	0
mpneu05179	40043	40162	+	0
mpneu00229	40072	40125	+	-1
mpneu29884	39975	40082	-	0
mpneu24913	39949	40140	-	0
mpneu05180	40175	40252	+	0
mpneu10043	40236	40340	+	0
mpneu05181	40253	40357	+	0
mpneu24912	40159	40320	-	0
mpneu00230	40321	40395	+	0
mpneu29883	40308	40346	-	-1
mpneu24911	40354	40365	-	-1
mpneu05182	40370	40435	+	0
mpneu10044	40380	40388	+	-1
mpneu24910	40366	40386	-	-1
mpneu10045	40410	40724	+	0
mpneu24909	40432	40440	-	-1
mpneu05183	40445	40456	+	-1
mpneu05184	40472	40570	+	0
mpneu24908	40453	40527	-	0
mpneu00231	40555	40593	+	-1
mpneu05185	40571	40669	+	0
mpneu29882	40590	40640	-	-1
mpneu24907	40567	40665	-	0
mpneu29881	40641	40673	-	-1
mpneu05186	40673	40681	+	-1
mpneu05187	40685	40747	+	0
mpneu24906	40678	40713	-	-1
mpneu05188	40751	40759	+	-1
mpneu10046	40764	40805	+	-1
mpneu24905	40756	40788	-	-1
mpneu10047	40809	41009	+	0
mpneu05189	40871	40948	+	0
mpneu29880	40851	40934	-	0
mpneu24904	40819	40941	-	0
mpneu00232	40942	41070	+	0
mpneu24903	40957	41019	-	0
mpneu10048	41025	41168	+	0
mpneu05190	41033	41074	+	-1
mpneu00233	41080	41154	+	0
mpneu29879	41067	41093	-	-1
mpneu19823	36800	41131	-	MPN034
mpneu05191	41132	41140	+	-1
mpneu24902	41137	41145	-	-1
mpneu10049	41211	41231	+	-1
mpneu10050	41232	41243	+	-1
mpneu29878	41244	41258	-	-1
mpneu24901	41236	41274	-	-1
mpneu00234	41284	41391	+	0
mpneu05192	41309	41362	+	-1
mpneu10051	41322	41345	+	-1
mpneu29877	41262	41333	-	0
mpneu19822	41342	41389	-	-1
mpneu05193	41396	41488	+	0
mpneu10052	41406	43409	+	MPN035
mpneu24900	41380	41454	-	0
mpneu00235	41506	41517	+	-1
mpneu00236	41554	41586	+	-1
mpneu29876	41514	41570	-	-1
mpneu24899	41575	41592	-	-1
mpneu00237	41605	41658	+	-1
mpneu29875	41583	41642	-	0
mpneu00238	41662	41667	+	-1
mpneu19821	41399	41677	-	0
mpneu00239	41689	41730	+	-1
mpneu05194	41714	41725	+	-1
mpneu24898	41620	41757	-	0
mpneu29874	41727	41801	-	0
mpneu00240	41821	41850	+	-1
mpneu00241	41851	41886	+	-1
mpneu24897	41794	41913	-	0
mpneu00242	41932	41946	+	-1
mpneu29873	41898	41942	-	-1
mpneu00243	41968	41976	+	-1
mpneu00244	41986	42000	+	-1
mpneu00245	42007	42048	+	-1
mpneu19820	41696	42013	-	0
mpneu29872	41979	42038	-	0
mpneu29871	42051	42056	-	-1
mpneu29870	42057	42062	-	-1
mpneu00246	42085	42105	+	-1
mpneu00247	42118	42210	+	0
mpneu24896	42160	42168	-	-1
mpneu29869	42102	42206	-	0
mpneu00248	42214	42231	+	-1
mpneu19819	42020	42229	-	0
mpneu29868	42252	42257	-	-1
mpneu00249	42268	42288	+	-1
mpneu29867	42273	42278	-	-1
mpneu00250	42334	42441	+	0
mpneu19818	42299	42382	-	0
mpneu29866	42312	42404	-	0
mpneu29865	42438	42449	-	-1
mpneu19817	42389	42475	-	0
mpneu29864	42456	42503	-	-1
mpneu24895	42265	42507	-	0
mpneu00251	42547	42582	+	-1
mpneu00252	42583	42681	+	0
mpneu19816	42485	42607	-	0
mpneu19815	42626	42631	-	-1
mpneu29863	42636	42641	-	-1
mpneu05195	42665	42730	+	0
mpneu29862	42684	42689	-	-1
mpneu00253	42700	42720	+	-1
mpneu05196	42731	42739	+	-1
mpneu00254	42748	42780	+	-1
mpneu29861	42744	42764	-	-1
mpneu19814	42674	42787	-	0
mpneu29860	42777	42800	-	-1
mpneu00255	42808	43062	+	0
mpneu19813	42836	42850	-	-1
mpneu05197	42983	43012	+	-1
mpneu19812	42887	42991	-	0
mpneu29859	42843	42995	-	0
mpneu19811	42995	43018	-	-1
mpneu05198	43067	43081	+	-1
mpneu00256	43072	43143	+	0
mpneu05199	43082	43102	+	-1
mpneu24894	43078	43092	-	-1
mpneu24893	43099	43110	-	-1
